PeakID (cmd=annotatePeaks.pl /home/abhi39/Projects/CHIPseq/output/4_peak_calling/output/differential_binding/unique_IFNa30h.bed hg38 -annStats /home/abhi39/Projects/CHIPseq/output/8_peak_annotation/annotated_IFNa30h_stats.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak_105262	KI270722.1	193820	193978	+	1000													
Peak_160390	KI270740.1	24227	24426	+	1000													
Peak_109424	KI270727.1	447893	447894	+	1000													
Peak_59943	KI270420.1	2185	2210	+	1000													
Peak_181840	KI270753.1	62229	62282	+	1000													
Peak_58696	KI270373.1	1267	1426	+	1000													
Peak_105252	KI270722.1	193294	193294	+	1000													
Peak_82517	KI270548.1	562	669	+	1000													
Peak_98687	KI270715.1	160921	160939	+	1000													
Peak_98693	KI270715.1	161364	161458	+	1000													
Peak_58939	KI270385.1	934	934	+	1000													
Peak_98685	KI270715.1	160874	160910	+	1000													
Peak_43933	GL000224.1	179398	179429	+	1000													
Peak_22088258	chrX	156030834	156030857	+	1000		Intergenic	(GT)n|Simple_repeat|Simple_repeat	-2662.0	NR_110561	727856.0		NR_110561		DDX11L16	-	DEAD/H-box helicase 11 like 16 (pseudogene)	pseudo
Peak_59906	KI270419.1	800	823	+	1000													
Peak_58917	KI270384.1	1335	1382	+	1000													
Peak_109425	KI270727.1	447895	447913	+	1000													
Peak_98686	KI270715.1	160911	160920	+	1000													
Peak_160389	KI270740.1	24131	24226	+	1000													
Peak_160393	KI270740.1	24701	27342	+	1000													
Peak_160376	KI270740.1	18043	18242	+	1000													
Peak_16582623	chr5	181478253	181478356	+	1000		Intergenic	Intergenic	111017.0	NM_001005221	729759.0		NM_001005221	ENSG00000284733	OR4F29	OR7-21	olfactory receptor family 4 subfamily F member 29	protein-coding
Peak_181843	KI270753.1	62632	62825	+	1000													
Peak_59910	KI270419.1	1024	1029	+	1000													
Peak_8963800	chr18	80263330	80263352	+	1000		Intergenic	Intergenic	-15827.0	NM_032510	84552.0		NM_032510	ENSG00000178184	PARD6G	PAR-6G|PAR6gamma	par-6 family cell polarity regulator gamma	protein-coding
Peak_11701212	chr20	64333840	64333877	+	1000		Intergenic	L1PB1|LINE|L1	43473.0	NR_040415	107126285.0		NR_040415		SEPTIN14P20	C20orf69|LINC00266-1|NCRNA00266|NCRNA00266-1|RBRP|SEPT14P20|bA476I15.3	septin 14 pseudogene 20	pseudo
Peak_9443616	chr19	58607714	58607716	+	1000		Intergenic	Intergenic	32316.0	NR_026052	65996.0		NM_023939	ENSG00000293115	CENPBD2P	CENPBD1P1	CENPB DNA-binding domains containing 2, pseudogene	pseudo
Peak_55119	GL000225.1	210894	211026	+	1000													
Peak_105253	KI270722.1	193295	193307	+	1000													
Peak_82524	KI270548.1	918	1023	+	1000													
Peak_98681	KI270715.1	160682	160710	+	1000													
Peak_160377	KI270740.1	18243	18297	+	1000													
Peak_105260	KI270722.1	193809	193817	+	1000													
Peak_181842	KI270753.1	62483	62631	+	1000													
Peak_5162	GL000009.2	201595	201615	+	1000													
Peak_14100	GL000213.1	163798	163835	+	1000													
Peak_167323	KI270743.1	210488	210511	+	1000													
Peak_102809	KI270719.1	176325	176369	+	1000													
Peak_160392	KI270740.1	24501	24700	+	1000													
Peak_39975	GL000221.1	155372	155387	+	1000													
Peak_107279	KI270726.1	42987	43077	+	1000													
Peak_60092	KI270425.1	1782	1790	+	1000													
Peak_105259	KI270722.1	193779	193808	+	1000													
Peak_83878	KI270593.1	2863	2906	+	1000													
Peak_59147	KI270394.1	915	970	+	1000													
Peak_2770	GL000008.2	209149	209348	+	1000													
Peak_55118	GL000225.1	210827	210893	+	1000													
Peak_100679	KI270716.1	153268	153285	+	1000													
Peak_14102	GL000213.1	163949	164066	+	1000													
Peak_160402	KI270740.1	29938	30137	+	1000													
Peak_78909	KI270510.1	2397	2415	+	1000													
Peak_59947	KI270420.1	2251	2283	+	1000													
Peak_98683	KI270715.1	160721	160739	+	1000													
Peak_58750	KI270379.1	632	831	+	1000													
Peak_100681	KI270716.1	153292	153379	+	1000													
Peak_59146	KI270394.1	660	914	+	1000													
Peak_58791	KI270381.1	1904	1930	+	1000													
Peak_109426	KI270727.1	447914	448094	+	1000													
Peak_59945	KI270420.1	2213	2213	+	1000													
Peak_160382	KI270740.1	20375	20568	+	1000													
Peak_93409	KI270709.1	66717	66757	+	1000													
Peak_21286365	chr9	138334529	138334554	+	1000		Intergenic	L1M2|LINE|L1	117685.0	NR_146178	100132403.0		NM_001145249		FAM157B	-	family with sequence similarity 157 member B	ncRNA
Peak_160375	KI270740.1	17890	18042	+	1000													
Peak_160354	KI270739.1	73799	73919	+	1000													
Peak_161772	KI270741.1	157332	157432	+	1000													
Peak_102811	KI270719.1	176435	176634	+	1000													
Peak_59946	KI270420.1	2214	2250	+	1000													
Peak_59944	KI270420.1	2211	2212	+	1000													
Peak_105258	KI270722.1	193620	193778	+	1000													
Peak_102810	KI270719.1	176370	176434	+	1000													
Peak_100925	KI270717.1	39962	40023	+	1000													
Peak_160387	KI270740.1	21599	23930	+	1000													
Peak_13813780	chr3	198235530	198235554	+	1000		Intergenic	Intergenic	82336.0	NR_146164	728262.0		NM_001145248	ENSG00000290937	FAM157A	GTF2IP18	family with sequence similarity 157 member A	ncRNA
Peak_60091	KI270425.1	1752	1781	+	1000													
Peak_160394	KI270740.1	27343	27542	+	1000													
Peak_21286368	chr9	138334607	138334698	+	1000		Intergenic	L1M2|LINE|L1	117796.0	NR_146178	100132403.0		NM_001145249		FAM157B	-	family with sequence similarity 157 member B	ncRNA
Peak_172456	KI270746.1	66401	66403	+	1000													
Peak_58790	KI270381.1	1860	1903	+	1000													
Peak_100680	KI270716.1	153286	153291	+	1000													
Peak_13813779	chr3	198235527	198235529	+	1000		Intergenic	Intergenic	82322.0	NR_146164	728262.0		NM_001145248	ENSG00000290937	FAM157A	GTF2IP18	family with sequence similarity 157 member A	ncRNA
Peak_160395	KI270740.1	27543	28246	+	1000													
Peak_4277815	chr11	135076690	135076722	+	1000		Intergenic	Intergenic	91354.0	NR_135050	100507548.0		NR_135050		LOC100507548	-	uncharacterized LOC100507548	ncRNA
Peak_171132	KI270744.1	168382	168472	+	1000													
Peak_186603	KI270757.1	71230	71251	+	1000													
Peak_58788	KI270381.1	1792	1839	+	1000													
Peak_97261	KI270714.1	41587	41591	+	1000													
Peak_43934	GL000224.1	179430	179444	+	1000													
Peak_59039	KI270390.1	2018	2063	+	1000													
Peak_144803	KI270734.1	164917	164962	+	1000													
Peak_98682	KI270715.1	160711	160720	+	1000													
Peak_107276	KI270726.1	42682	42786	+	1000													
Peak_160384	KI270740.1	20575	20768	+	1000													
Peak_55117	GL000225.1	210694	210826	+	1000													
Peak_105256	KI270722.1	193609	193617	+	1000													
Peak_182482	KI270754.1	40083	40083	+	1000													
Peak_136045	KI270732.1	41491	41501	+	1000													
Peak_22217295	chrY	57217347	57217441	+	1000		Intergenic	(GT)n|Simple_repeat|Simple_repeat	-2691.0	NR_110561	727856.0		NR_110561		DDX11L16	-	DEAD/H-box helicase 11 like 16 (pseudogene)	pseudo
Peak_81187	KI270521.1	7369	7515	+	1000													
Peak_160397	KI270740.1	28447	29094	+	1000													
Peak_105261	KI270722.1	193818	193819	+	1000													
Peak_79433	KI270515.1	6357	6361	+	1000													
Peak_39974	GL000221.1	155341	155371	+	1000													
Peak_172458	KI270746.1	66473	66486	+	1000													
Peak_60093	KI270425.1	1791	1856	+	1000													
Peak_76260	KI270448.1	7916	7939	+	1000													
Peak_160352	KI270739.1	73736	73745	+	1000													
Peak_11701213	chr20	64333878	64334077	+	1000		Intergenic	L1PB1|LINE|L1	43592.0	NR_040415	107126285.0		NR_040415		SEPTIN14P20	C20orf69|LINC00266-1|NCRNA00266|NCRNA00266-1|RBRP|SEPT14P20|bA476I15.3	septin 14 pseudogene 20	pseudo
Peak_176194	KI270747.1	198524	198723	+	1000													
Peak_81186	KI270521.1	7366	7368	+	1000													
Peak_2768	GL000008.2	208910	208943	+	1000													
Peak_55116	GL000225.1	210514	210693	+	1000													
Peak_159613	KI270738.1	99138	99176	+	1000													
Peak_107278	KI270726.1	42878	42986	+	1000													
Peak_107133	KI270725.1	172739	172765	+	1000													
Peak_14101	GL000213.1	163836	163948	+	1000													
Peak_58789	KI270381.1	1840	1859	+	1000													
Peak_181839	KI270753.1	62127	62228	+	1000													
Peak_21286366	chr9	138334555	138334582	+	1000		Intergenic	L1M2|LINE|L1	117712.0	NR_146178	100132403.0		NM_001145249		FAM157B	-	family with sequence similarity 157 member B	ncRNA
Peak_102808	KI270719.1	176312	176324	+	1000													
Peak_103283	KI270720.1	38803	38831	+	1000													
Peak_160385	KI270740.1	20769	21398	+	1000													
Peak_130686	KI270729.1	280778	280827	+	1000													
Peak_55115	GL000225.1	210491	210513	+	1000													
Peak_43932	GL000224.1	179315	179397	+	1000													
Peak_94578	KI270711.1	42152	42201	+	1000													
Peak_82521	KI270548.1	718	823	+	1000													
Peak_98684	KI270715.1	160740	160873	+	1000													
Peak_182483	KI270754.1	40084	40191	+	1000													
Peak_98689	KI270715.1	161135	161163	+	1000													
Peak_82519	KI270548.1	689	690	+	1000													
Peak_160353	KI270739.1	73746	73798	+	1000													
Peak_59909	KI270419.1	952	1023	+	1000													
Peak_83839	KI270591.1	5773	5794	+	1000													
Peak_172455	KI270746.1	66347	66400	+	1000													
Peak_105257	KI270722.1	193618	193619	+	1000													
Peak_181841	KI270753.1	62283	62482	+	1000													
Peak_160396	KI270740.1	28247	28446	+	1000													
Peak_160391	KI270740.1	24427	24500	+	1000													
Peak_58694	KI270373.1	957	994	+	1000													
Peak_58678	KI270371.1	2295	2446	+	1000													
Peak_103282	KI270720.1	38750	38802	+	1000													
Peak_59942	KI270420.1	2147	2184	+	1000													
Peak_98692	KI270715.1	161335	161363	+	1000													
Peak_86103	KI270706.1	174949	174968	+	1000													
Peak_160388	KI270740.1	23931	24130	+	1000													
Peak_95833	KI270712.1	175828	175950	+	1000													
Peak_82523	KI270548.1	889	917	+	1000													
Peak_182678	KI270755.1	36416	36499	+	1000													
Peak_7086	GL000194.1	191384	191400	+	1000													
Peak_59908	KI270419.1	903	951	+	1000													
Peak_105255	KI270722.1	193437	193608	+	1000													
Peak_160401	KI270740.1	29346	29937	+	1000													
Peak_136046	KI270732.1	41502	41522	+	1000													
Peak_98688	KI270715.1	160940	161134	+	1000													
Peak_59940	KI270420.1	2107	2128	+	1000													
Peak_82518	KI270548.1	670	688	+	1000													
Peak_107277	KI270726.1	42787	42877	+	1000													
Peak_94579	KI270711.1	42202	42210	+	1000													
Peak_98690	KI270715.1	161164	161258	+	1000													
Peak_79550	KI270518.1	2069	2100	+	1000													
Peak_96803	KI270713.1	40664	40716	+	1000													
Peak_160398	KI270740.1	29095	29145	+	1000													
Peak_7764073	chr16	90228215	90228331	+	1000		Intergenic	MSTB1|LTR|ERVL-MaLR	126009.0	NR_126161	100996541.0		NR_126161		FAM157C	-	family with sequence similarity 157 member C	ncRNA
Peak_58918	KI270384.1	1383	1399	+	1000													
Peak_161771	KI270741.1	157197	157331	+	1000													
Peak_81362	KI270522.1	5654	5663	+	1000													
Peak_2769	GL000008.2	208944	209148	+	1000													
Peak_105254	KI270722.1	193308	193436	+	1000													
Peak_160381	KI270740.1	19402	20374	+	1000													
Peak_82789	KI270579.1	30867	31002	+	1000													
Peak_58679	KI270371.1	2447	2494	+	1000													
Peak_11237394	chr2	242183590	242183604	+	1000		Intergenic	Intergenic	94964.0	NR_130701	728323.0		NR_024437		LINC01881	-	long intergenic non-protein coding RNA 1881	ncRNA
Peak_130685	KI270729.1	280769	280777	+	1000													
Peak_160386	KI270740.1	21399	21598	+	1000													
Peak_83840	KI270591.1	5795	5796	+	1000													
Peak_172457	KI270746.1	66404	66472	+	1000													
Peak_21286367	chr9	138334583	138334606	+	1000		Intergenic	L1M2|LINE|L1	117738.0	NR_146178	100132403.0		NM_001145249		FAM157B	-	family with sequence similarity 157 member B	ncRNA
Peak_160379	KI270740.1	18498	19201	+	1000													
Peak_58680	KI270371.1	2495	2513	+	1000													
Peak_5885069	chr13	114354398	114354424	+	1000		Intergenic	Intergenic	-20463.0	NR_126391	104355150.0		NR_126391		LINC01054	-	long intergenic non-protein coding RNA 1054	ncRNA
Peak_93410	KI270709.1	66758	66857	+	1000													
Peak_58941	KI270385.1	938	949	+	1000													
